id,label
2488,2
2489,0
2490,0
2491,4
2492,4
2493,2
2494,4
2495,2
2496,3
2497,4
2498,6
2499,7
2500,0
2501,2
2502,4
2503,2
2504,3
2505,4
2506,1
2507,4
2508,4
2509,6
2510,6
2511,3
2512,3
2513,1
2514,4
2515,2
2516,5
2517,4
2518,4
2519,1
2520,4
2521,2
2522,2
2523,2
2524,7
2525,2
2526,4
2527,0
2528,1
2529,7
2530,4
2531,0
2532,3
2533,6
2534,4
2535,5
2536,6
2537,6
2538,5
2539,2
2540,6
2541,7
2542,5
2543,1
2544,4
2545,2
2546,4
2547,1
2548,4
2549,4
2550,5
2551,6
2552,2
2553,3
2554,4
2555,2
2556,4
2557,5
2558,6
2559,4
2560,4
2561,6
2562,5
2563,5
2564,5
2565,0
2566,6
2567,2
2568,1
2569,5
2570,4
2571,4
2572,5
2573,1
2574,1
2575,0
2576,3
2577,5
2578,2
2579,4
2580,2
2581,3
2582,4
2583,1
2584,2
2585,1
2586,5
2587,3
2588,6
2589,4
2590,0
2591,4
2592,4
2593,0
2594,1
2595,6
2596,7
2597,3
2598,6
2599,0
2600,2
2601,0
2602,2
2603,3
2604,6
2605,6
2606,0
2607,2
2608,3
2609,5
2610,2
2611,6
2612,7
2613,2
2614,1
2615,3
2616,4
2617,2
2618,2
2619,1
2620,6
2621,3
2622,3
2623,2
2624,6
2625,2
2626,1
2627,4
2628,1
2629,2
2630,4
2631,5
2632,4
2633,0
2634,7
2635,7
2636,7
2637,2
2638,7
2639,0
2640,7
2641,4
2642,2
2643,5
2644,1
2645,1
2646,2
2647,6
2648,4
2649,2
2650,2
2651,1
2652,2
2653,2
2654,3
2655,4
2656,5
2657,4
2658,4
2659,2
2660,2
2661,6
2662,2
2663,5
2664,3
2665,3
2666,1
2667,7
2668,1
2669,4
2670,1
2671,1
2672,0
2673,0
2674,5
2675,4
2676,1
2677,0
2678,1
2679,7
2680,4
2681,2
2682,2
2683,5
2684,1
2685,3
2686,7
2687,1
2688,1
2689,2
2690,2
2691,4
2692,4
2693,2
2694,5
2695,3
2696,0
2697,4
2698,0
2699,0
2700,1
2701,1
2702,1
2703,1
2704,2
2705,3
2706,0
2707,3
2708,4
2709,7
2710,0
2711,3
2712,4
2713,2
2714,5
2715,0
2716,4
2717,4
2718,6
2719,6
2720,1
2721,4
2722,2
2723,4
2724,2
2725,4
2726,1
2727,2
2728,0
2729,3
2730,0
2731,5
2732,7
2733,2
2734,2
2735,6
2736,2
2737,4
2738,7
2739,1
2740,1
2741,6
2742,1
2743,4
2744,1
2745,4
2746,5
2747,1
2748,1
2749,4
2750,1
2751,1
2752,5
2753,4
2754,2
2755,1
2756,3
2757,0
2758,1
2759,6
2760,0
2761,4
2762,5
2763,1
2764,6
2765,7
2766,7
2767,1
2768,3
2769,6
2770,1
2771,4
2772,4
2773,3
2774,3
2775,3
2776,1
2777,7
2778,2
2779,4
2780,4
2781,2
2782,7
2783,4
2784,1
2785,6
2786,5
2787,2
2788,1
2789,5
2790,0
2791,0
2792,2
2793,0
2794,2
2795,4
2796,7
2797,3
2798,4
2799,4
2800,5
2801,2
2802,5
2803,0
2804,2
2805,2
2806,6
2807,2
2808,6
2809,2
2810,4
2811,1
2812,1
2813,5
2814,5
2815,3
2816,2
2817,1
2818,5
2819,0
2820,0
2821,2
2822,6
2823,6
2824,0
2825,7
2826,2
2827,0
2828,2
2829,3
2830,2
2831,2
2832,3
2833,2
2834,2
2835,1
2836,4
2837,6
2838,3
2839,6
2840,4
2841,3
2842,4
2843,1
2844,2
2845,1
2846,2
2847,2
2848,0
2849,1
2850,7
2851,4
2852,1
2853,6
2854,0
2855,0
2856,5
2857,3
2858,4
2859,4
2860,5
2861,3
2862,0
2863,1
2864,3
2865,4
2866,3
2867,4
2868,4
2869,6
2870,3
2871,2
2872,6
2873,4
2874,2
2875,3
2876,5
2877,1
2878,4
2879,3
2880,5
2881,2
2882,2
2883,2
